id_tov,Наименование,Категория,Группа,Кол-во чеков за месяц,Единица измерения,Кол-во за месяц,Среднее кол-во за месяц,Сумма продаж за месяц
79 515,Сыр Natura Selection с голубой плесенью 50% 100 г,Мировые бренды,Сыры (МБ),1,шт,1.00,1.00,315
32 904,Макаронные изделия Макфа Петушиные гребешки 400 г,Мировые бренды,Бакалея (МБ),3,шт,3.00,1.00,315
94 447,"Хмели-сунели универсальная приправа (Грузия) ""МамиДА""",Индилавка,Пряности и специи,1,шт,1.00,1.00,314.64
80 250,Точилка пластиковая Berlingo NeonBox 1 отверстие контейнер 1 шт,Мировые бренды,Канцтовары (МБ),4,шт,5.00,1.25,313
57 706,Приправа Easy Food Лук зеленый 36 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,311
64 021,Чай черный байховый,Бакалея,Бакалея даркстор,2,шт,2.00,1.00,310
73 004,Сумка-шоппер 38х42 см._РП,Региональная полка,Товары для дома (РП),1,шт,1.00,1.00,310
96 672,Кимчи из свежей белокочанной капусты,Консервация,Овощные закуски,2,шт,2.00,1.00,310
95 446,"Пряники-мини имбирные ""Пряничные консервы""","Сладости, кондитерские изделия",Пряники,1,шт,1.00,1.00,310
90 455,Гель для умывания Babaria матирующий 150 мл,Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,309
42 557,Спрей для удаления известкового налета и ржавчины Cillit 450 мл,Мировые бренды,Бытовая химия (МБ),1,шт,1.00,1.00,309
89 598,"Набор фломастеров ""Я художник"", 18 цветов",Нон-Фуд,Школьные принадлежности,1,шт,1.00,1.00,308.75
79 752,"Арома-карандаш №2 ""Гвоздика"", Крымский травник",Нон-Фуд,Витамины. БАД,1,шт,1.00,1.00,308
76 081,Корм влажный Gourmet Гурмэ для взрослых кошек c высоким содержанием говядины и с томатами 75 г,Мировые бренды,Зоотовары (МБ),5,шт,6.00,1.20,306
76 080,Корм влажный Gourmet для взрослых кошек c высоким содержанием лосося и с зеленой фасолью 75 г,Мировые бренды,Зоотовары (МБ),6,шт,6.00,1.00,306
78 567,"Конфеты шоколадные ""Ассорти крем-мед""","Сладости, кондитерские изделия",Наборы конфет,1,шт,1.00,1.00,306
54 137,Булгур Увелка из твердых сортов пшеницы 450 г,Мировые бренды,Бакалея (МБ),2,шт,2.00,1.00,306
91 663,"Концентрат квасного сусла, 330 мл",Напитки,Квасы,3,шт,3.00,1.00,305
77 363,"Основа для лимонада ""Фруктовая кислинка"", зам.",Овощи. Фрукты. Грибы. Зелень,Замороженные напитки,2,шт,2.00,1.00,304
40 455,Соль зеленая Salicornia Nutrition,Бакалея,Бакалея даркстор,1,шт,1.00,1.00,300
73 667,"Саше ""Сандал"", 10 г._РП",Региональная полка,ВВ для дома (РП),4,шт,4.00,1.00,300
93 417,"Скумбрия атлантическая филе жареная в соусе ""Унаги"" с чесноком и укропом зам., 150 г",Рыба. Морепродукты,Замороженная готовая рыба,1,шт,1.00,1.00,299.25
74 593,"Корм сухой для кошек для выведения шерсти из желудка ""Индейка"" Grand prix, 300 гр",Нон-Фуд,Корм для кошек,1,шт,1.00,1.00,299
61 928,Жимолость Планета Витаминов Гурманика Камчатская замороженная 200 г,Мировые бренды,Замороженные продукты (МБ),1,шт,1.00,1.00,299
84 678,"Набор стикеров ""Манго""",Добрая полка,ДП_Непищевые,1,шт,1.00,1.00,299
82 145,Колбаски сыровяленые Casademont Фуэт мини 90 г,Мировые бренды,Гастрономия Мясо (МБ),1,шт,1.00,1.00,299
95 916,Сок Il Primo Апельсиновый восстановленный 1 л,Мировые бренды,Соки. Нектары. Морсы (МБ),1,шт,1.00,1.00,299
63 624,Колбаски Мясной выбор Добре кабанчики бекон 70 г,Мировые бренды,Гастрономия Мясо (МБ),2,шт,2.00,1.00,298
90 148,Шоколад белый Ritter Sport лимонный мусс 100 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",2,шт,2.00,1.00,298
86 329,"Концентрат для мытья посуды и детских принадлежностей с ароматом зеленого чая Mama Ultimate, 1 л",Нон-Фуд,Средства для мытья посуды,1,шт,1.00,1.00,297
85 206,Стаканы бумажные Совы 200 мл 6 шт,Мировые бренды,Все для дома (МБ),2,шт,3.00,1.50,297
98 363,Картон цветной Мульти-Пульти Приключения Енота А4 немелованный 16 листов 8 цветов,Мировые бренды,Канцтовары (МБ),3,шт,3.00,1.00,297
85 204,Салфетки бумажные Совы 2-слойные 33 см 20 л,Мировые бренды,Все для дома (МБ),3,шт,3.00,1.00,297
58 330,Пюре мясное Habibi Индейка с 6 месяцев 100 г,Мировые бренды,Детские товары Фуд (МБ),2,шт,3.00,1.50,297
45 439,"Чай зеленый Milford апельсин и имбирь пакетированный 20х1,75 г",Мировые бренды,"Чай, Кофе (МБ)",2,шт,2.00,1.00,296
88 529,"Игра развивающая пиши-стирай ""Веселые лабиринты""",Нон-Фуд,Детские игры,1,шт,1.00,1.00,295
73 005,"Сумка-шоппер 38х42 см ""Космонавт""_РП",Региональная полка,Товары для дома (РП),1,шт,1.00,1.00,294.5
73 119,"Соус ""Тысяча островов"", 30 г",ДаркКитчен,Соусы ДК,7,шт,7.00,1.00,294
84 060,"Крем-мыло жидкое ""Лаванда"" Dexclusive, 500 мл",Нон-Фуд,Жидкое мыло,1,шт,1.00,1.00,294
76 182,"Развивающие карточки ""Фудик в поисках сокровищ"" в компл. с папкой",Нон-Фуд,Детские книги,1,шт,1.00,1.00,292.6
72 797,"Говядина тушеная, 325 г",Мясные деликатесы. Колбасы,Мясная консервация,1,шт,1.00,1.00,292.6
65 061,Пюре фруктовое Непоседа Яблоко-банан со сливками и творогом без сахара с 6 месяцев ст/б 185 г,Мировые бренды,Детские товары Фуд (МБ),3,шт,4.00,1.33,292
85 510,Оливки целые с косточкой Белла ди Чериньола,Консервация,"Оливки, маслины",1,шт,1.00,1.00,291
67 466,Фасоль красная Green Ray крупная 425 мл,Мировые бренды,Консервация (МБ),2,шт,2.00,1.00,290
97 723,Стакан-непроливайка Prof-press двойной Желтый,Мировые бренды,Канцтовары (МБ),6,шт,6.00,1.00,290
47 229,Крем для лица Невская косметика Гиалуроновый 40 мл,Мировые бренды,Красота и здоровье (МБ),2,шт,2.00,1.00,290
63 773,"Коктейль из морепродуктов в масле с каперсами, 180 г",Рыба. Морепродукты,Пресервы из морепродуктов,1,шт,1.00,1.00,289
84 719,"Йогурт питьевой ""Манго-апельсин-имбирь"" 2,5%",Молочная Продукция,Йогурты питьевые,3,шт,4.00,1.33,288
100 730,"Мини-чиабатта с курицей, моцареллой и соусом острый Чили, кафе",Кафе,"Чиабатты, сэндвичи Кафе",1,шт,1.00,1.00,288
303,"Мороженое ""Клубника со сливками""",Мороженое,Мороженое в стаканчиках,2,шт,2.00,1.00,286
91 526,"Семена ""Укроп Гладиатор""",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,2,шт,11.00,5.50,286
80 212,"Шарики шоколадные ""Малина, карамель, ореховый крем""","Сладости, кондитерские изделия",Мелкоштучные шоколадные изделия,2,шт,2.00,1.00,286
74 958,Вафельные трубочки Яшкино со вкусом сгущённого молока 190 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",3,шт,3.00,1.00,285
44 675,Пюре мясное Агуша Цыпленок и говядина с 6 месяцев 80 г,Мировые бренды,Детские товары Фуд (МБ),3,шт,3.00,1.00,285
44 689,"Смесь для выпечки ""Блины многозерновые""",Бакалея,Мука,5,шт,5.00,1.00,284.38
66 504,Клюква сушеная Ecoproduct 150 г,Мировые бренды,"Орехи, семечки (МБ)",1,шт,1.00,1.00,284
80 455,Палочки кукурузные со вкусом апельсина,Бакалея,Снеки кукурузные,6,шт,4.00,0.67,282.24
49 988,Дрожжи сухие Dr. Bakers быстродействующие 7 г,Мировые бренды,Бакалея (МБ),4,шт,6.00,1.50,282
91 463,"Семена ""микрозелени Руколы""",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,7,шт,8.00,1.14,281.94
91 054,Крыло куриное в маринаде спб ВЕС,Мясная Витрина ВВ,Шашлыки и маринады ГП,1,кг,0.76,0.76,281.92
71 162,Смесь специй для риса Золото Индии,Индилавка,Пряности и специи,2,шт,2.00,1.00,281
79 930,"Ароматизатор Melien ""Tobacco Vanilla"", 6 мл._РП",Региональная полка Поволжье,Нон-Фуд (РПП),1,шт,1.00,1.00,280
18 000,Крем для кожи вокруг глаз,Нон-Фуд,"Кремы, сыворотки и скрабы для лица",1,шт,1.00,1.00,280
75 615,"Аэрозоль от клещей, комаров и мошек, 100 мл._РП",Региональная полка,Товары для дома (РП),1,шт,1.00,1.00,280
98 040,"Набор мебели для кукол ""Гостиная""",Нон-Фуд,Детские игрушки,1,шт,1.00,1.00,280
90 799,Смесь овощная Bonduelle Птитим с овощами по-израильски замороженная 400 г,Мировые бренды,Замороженные продукты (МБ),1,шт,1.00,1.00,279
74 673,"Смесь овощная ""Тыквенная"", быстрозам.",Овощи. Фрукты. Грибы. Зелень,Замороженные смеси,2,шт,2.00,1.00,278
82 790,Крупа гречневая Националь Камолино 800 г,Мировые бренды,Бакалея (МБ),2,шт,2.00,1.00,278
63 041,Слива Планета Витаминов кусочками замороженная 300 г,Мировые бренды,Замороженные продукты (МБ),2,шт,2.00,1.00,276
74 543,"Пряник ""Микс"", 1 шт.","Сладости, кондитерские изделия",Пряники,2,шт,2.00,1.00,275.2
90 004,Салфетки влажные House Lux для обуви 15 шт,Мировые бренды,Все для дома (МБ),4,шт,5.00,1.25,275
97 640,Тетрадь общая Listoff Игры друзей А5 96 листов в клетку на скрепке,Мировые бренды,Канцтовары (МБ),2,шт,2.00,1.00,274
82 668,"Кошачья мята Родные корма, 10 гр",Нон-Фуд,Аксессуары для животных,2,шт,2.00,1.00,274
45 443,Чай фруктовый Milford Шиповник пакетированный 20х2 г,Мировые бренды,"Чай, Кофе (МБ)",1,шт,2.00,2.00,272
68 543,Корм влажный Purina one для взрослых кошек говядина-морковь 75 г,Мировые бренды,Зоотовары (МБ),5,шт,6.00,1.20,270
21 414,"Зубочистки, 190 шт",Нон-Фуд,Бытовые товары,6,шт,6.00,1.00,270
68 843,"Свеча ароматическая в стакане ""Ваниль""_РП",Региональная полка,ВВ для дома (РП),1,шт,1.00,1.00,270
71 164,Смесь специй для рыбы Золото Индии,Индилавка,Пряности и специи,2,шт,2.00,1.00,270
89 317,"Конфеты с креатином и бананом, 50 гр",Нон-Фуд,Витамины. БАД,1,шт,1.00,1.00,269.66
72 687,Крем универсальный Dove питательный для лица и тела 150 мл,Мировые бренды,Красота и здоровье (МБ),3,шт,1.00,0.33,269
92 286,"Чай Ahmad tea Beauty Персик кэроб роза пакетированный 20х1,5 г",Мировые бренды,"Чай, Кофе (МБ)",1,шт,1.00,1.00,269
70 461,Скраб для тела Bisou Питательный с банановой мякотью 200 мл,Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,269
90 858,"Конструктор ""Гусеница""",Нон-Фуд,Детские игрушки,1,шт,1.00,1.00,265
93 146,Губка для мытья посуды Paclan целлюлозная 2 шт,Мировые бренды,Все для дома (МБ),2,шт,2.00,1.00,264
74 353,"Семена ""Укроп Аллигатор"" 2 г Детская грядка",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,5,шт,14.00,2.80,262.2
95 647,"Семена Петуния грандифлора ""Галактика F1 Вишневая""",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,3,шт,6.00,2.00,261.12
95 864,"Открытка ""К новым горизонтам и ярким мечтам""",Добрая полка,ДП_Непищевые,3,шт,3.00,1.00,261
67 567,Суп набор из птицы вес.,Мясная Витрина ВВ,Курица ГП,5,кг,3.88,0.78,260.48
82 665,"Крокеты картофельные с цыпленком-бройлером, зам.",Замороженные п/ф,"Хашбрун, блюда из картофеля зам",1,шт,1.00,1.00,260
83 449,"Крем для рук питательный ""Флёр де соле"", 50 мл",Нон-Фуд,Уход за руками Арома,1,шт,1.00,1.00,259.96
84 797,Подарочный набор Svoboda Natural шампунь 350 мл и маска для волос 150 мл,Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,259
89 260,Крем-краска для волос Estel Love 10/65 Блондин жемчужный 115 мл,Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,259
55 814,Облепиха Hortex замороженная 250 г,Мировые бренды,Замороженные продукты (МБ),1,шт,1.00,1.00,259
91 534,Кондиционер для белья Kengoo Эко Цветущий сад концентрат 1 л,Мировые бренды,Бытовая химия (МБ),1,шт,1.00,1.00,259
77 934,"Спрей ""Анти-известь"", 500 мл",Нон-Фуд,Средства для уборки,2,шт,2.00,1.00,258
79 498,Чай черный Hillway English Breakfast пакетированный 25х2 г,Мировые бренды,"Чай, Кофе (МБ)",2,шт,2.00,1.00,258
80 531,Доска для лепки Гамма А4+2 стека,Мировые бренды,Канцтовары (МБ),2,шт,2.00,1.00,258
55 589,Икра кабачковая уваренная 6 соток с/б 510 г,Мировые бренды,Консервация (МБ),2,шт,2.00,1.00,258
92 093,Прокладки гигиенические Bella Perfecta Ultra Violet Deo Fresh 10 шт,Мировые бренды,Средства гигиены (МБ),2,шт,2.00,1.00,258
67 428,"Лимонад ""Облепиха - Малина"" ВкусВилл",ДаркКитчен,Напитки ДК,2,шт,2.00,1.00,256.5
74 800,"Патчи жидкие Гиалурол, 40 мл",Нон-Фуд,Уход за губами и кожей вокруг глаз,1,шт,2.00,2.00,256
90 762,Хурма сушеная Семушка 100 г,Мировые бренды,"Орехи, семечки (МБ)",1,шт,1.00,1.00,255
67 475,Фасоль белая Green Ray крупная 425 мл,Мировые бренды,Консервация (МБ),2,шт,2.00,1.00,255
27 155,Смесь из орехов и изюма,"Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехово-фруктовые смеси,1,шт,1.00,1.00,255
84 727,Варенье апельсиновое с добавлением темного шоколада,Консервация,Консервация даркстор,1,шт,1.00,1.00,255
71 688,"Кондиционер для волос ""Кокос"", 250 мл._РП",Детская полка,Косметика (РП),1,шт,1.00,1.00,255
63 818,Кисель Леовит Leo Kids общеукрепляющий от 1 года 5х12г,Мировые бренды,Детские товары Фуд (МБ),1,шт,1.00,1.00,254
95 863,"Открытка ""Будь здоров и не скучай""",Добрая полка,ДП_Непищевые,3,шт,3.00,1.00,252.3
73 762,Прокладки гигиенические ночные Extra Soft 8 шт._РП,Детская полка,Личная гигиена и уход (РП),1,шт,2.00,2.00,252
80 255,Корректирующая жидкость с кистью Berlingo 20 мл,Мировые бренды,Канцтовары (МБ),3,шт,4.00,1.33,252
78 238,"Блинчики с яблоком и брусникой, зам.",Замороженные п/ф,Блинчики сладкие зам,1,шт,1.00,1.00,251.75
94 536,"Паста-снек фузилли с томатом и чесноком Solim Mimo, 60 г",Бакалея,Бакалея даркстор,2,шт,2.00,1.00,250
91 416,Зубная паста детская Dental Clinic 2080 Яблоко 80 г,Мировые бренды,Детские товары НонФуд (МБ),1,шт,1.00,1.00,250
97 986,Блокнот BG Акварель Дикая природа на гребне А6 серый 60 листов,Мировые бренды,Канцтовары (МБ),4,шт,5.00,1.25,250
94 540,"Паста-снек фузилли с паприкой Solim Mimo, 60 г",Бакалея,Бакалея даркстор,2,шт,2.00,1.00,250
91 464,"Семена ""Микрозелень Редиса""",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,3,шт,8.00,2.67,249.56
76 147,Хлопья Nordic овсяные с овсяными отрубями 500 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,249
75 649,Тарталетки Ameria Мини рыбки 10 шт 55 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",1,шт,1.00,1.00,249
50 072,Желе Dr. Bakers со вкусом манго и маракуйи 41 г,Мировые бренды,Бакалея (МБ),2,шт,3.00,1.50,249
89 262,Крем-краска для волос Estel Love 1/0 Черный 115 мл,Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,249
91 420,Зубная паста Dental Clinic 2080 Натуральная мята 120 г,Мировые бренды,Средства гигиены (МБ),1,шт,1.00,1.00,249
97 927,"Чай красный ""Мао Фен""",Индилавка,Чай и специи для чая,1,шт,1.00,1.00,247
93 608,"Книжка ""Кто пропал на ферме?""",Нон-Фуд,Детские книги,1,шт,1.00,1.00,245
96 394,"Вафли ""Классические с шоколадным листом""","Сладости, кондитерские изделия",Вафли,2,шт,2.00,1.00,243.2
62 122,Лимонад Хилиани Барбарис сильногазированный стекло 500 мл,Мировые бренды,Газированные напитки. Квас (МБ),2,шт,2.00,1.00,242
74 552,"Батончик злаковый ""Банан в шоколаде""",Бакалея,Батончики злаковые,4,шт,4.00,1.00,240
86 534,Ручка шариковая светящаяся с мыльными пузырями и штампом,Нон-Фуд,Мыльные пузыри,2,шт,2.00,1.00,240
93 410,"Скумбрия атлантическая филе жареная в соусе ""Унаги"" с соусом ""Сладкий чили тай"" зам., 150 г",Рыба. Морепродукты,Замороженная готовая рыба,1,шт,1.00,1.00,239.4
31 522,Карбонад свиной без кости ГП,Мясная Витрина ВВ,Свинина ГП,1,кг,0.37,0.37,238.08
55 007,Тесто слоеное Морозко дрожжевое замороженное 500 г,Мировые бренды,Замороженные продукты (МБ),2,шт,2.00,1.00,236
97 725,"Набор кистей для рисования Legend пони №2,3,4",Мировые бренды,Канцтовары (МБ),3,шт,4.00,1.33,236
90 194,"Зефир воздушный ""Барбекю"", 42г","Сладости, кондитерские изделия",Зефир,2,шт,4.00,2.00,235.6
97 666,Скетчпад для акварели Listoff На своей волне А5 20 листов на спирали 140х200,Мировые бренды,Канцтовары (МБ),1,шт,1.00,1.00,235
68 649,Нектар Непоседа яблоко и персик с 5 месяцев 200 мл,Мировые бренды,Детские товары Фуд (МБ),7,шт,7.00,1.00,231
76 252,Коктейль Federici Тропический фруктовый с соком маракуйи 435 мл,Мировые бренды,Консервация (МБ),1,шт,1.00,1.00,231
83 684,"Чай гречишный ""Малиновый пирог"" Mute, 100 г",Бакалея,Бакалея даркстор,1,шт,1.00,1.00,230
90 224,Оливки Monini с лимоном 300 г,Мировые бренды,Консервация (МБ),1,шт,1.00,1.00,230
80 249,Карандаши акварельные трехгранные Berlingo SuperSoft Рыбки 12 цветов + кисть,Мировые бренды,Канцтовары (МБ),1,шт,1.00,1.00,229
90 294,"Пакет крафтовый с ручками ""ВкусВилл"" (250х350х90мм)",Нон-Фуд,"Сумки, пакеты, упаковка",2,шт,2.00,1.00,228
86 530,Тарелка летающая для игр на воде,Нон-Фуд,Детские игрушки,1,шт,1.00,1.00,226.8
68 546,Корм влажный Purina one mini для собак утка с пастой и зеленой фасолью в подливе 85 г,Мировые бренды,Зоотовары (МБ),3,шт,5.00,1.67,225
91 414,Зубная паста детская Dental Clinic 2080 Клубника 80 г,Мировые бренды,Детские товары НонФуд (МБ),1,шт,1.00,1.00,225
95 648,"Семена Петуния махровая ""Дабл каскад Валентин""",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,2,шт,2.00,1.00,222
81 444,"Прокладки гигиенические ""SICRET Night Use"" ночные 8 шт",Нон-Фуд,Прокладки и Тампоны,1,шт,1.00,1.00,221
36 776,"Бутылка Стеклянная 0,2 л, ВЕС",Отдел без упаковки,Тара,2,шт,2.00,1.00,220
69 628,Напиток чайный Eastford Гречишный с яблоком пакетированный 60 г,Мировые бренды,"Чай, Кофе (МБ)",1,шт,1.00,1.00,220
85 581,"Пакет подарочный Принчипесса синий 11,5х36х26 см ламинированный",Мировые бренды,Канцтовары (МБ),2,шт,2.00,1.00,218
97 044,Паста Санта Бремор Краб в сливочном соусе имитация 150 г,Мировые бренды,Гастрономия Рыба (МБ),2,шт,2.00,1.00,218
76 145,"Сухая смесь для приготовления напитка ""Сбитень""",Бакалея,Бакалея даркстор,1,шт,1.00,1.00,218
97 043,Салат из мяса мидии чилийской Русское море с овощами 150 г,Мировые бренды,Гастрономия Рыба (МБ),1,шт,2.00,2.00,218
86 338,"Патчи гидрогелевые ""Максимальное увлажнение"", 2 шт",Нон-Фуд,Уход за губами и кожей вокруг глаз,4,шт,4.00,1.00,217.25
96 037,"Хлеб пшеничный на мацони, нарезка",Хлеб,Хлеб белый,7,шт,7.00,1.00,217
86 527,"Игрушка ""Воздушный змей-катапульта""",Нон-Фуд,Детские игрушки,1,шт,1.00,1.00,216
82 987,Онигири с морским гребешком,Кулинария,Япония_Онигири,1,шт,1.00,1.00,216
90 870,Напиток Алоэ Lotte Оригинал 500 мл,Мировые бренды,Соки. Нектары. Морсы (МБ),1,шт,1.00,1.00,215
90 216,Оливки Monini без косточки 300 г,Мировые бренды,Консервация (МБ),1,шт,1.00,1.00,215
88 322,"Бальзам для волос восстанавливающий ""Сибирский кедр"" с молочной кислотой",Нон-Фуд,Уход за волосами,1,шт,1.00,1.00,213
61 801,Сок Добрый Active kid Супер Джус яблочный обогащенный витаминным комплексом с 11 месяцев 200 мл,Мировые бренды,Детские товары Фуд (МБ),4,шт,5.00,1.25,213
97 657,Раскраска Listoff Котики и собачки А5+ 8 листов на скрепке,Мировые бренды,Канцтовары (МБ),3,шт,3.00,1.00,210
56 361,"Шоколад темный ""Апельсин-корица-лукум""_РП",Региональная полка Поволжье,"Сладости, кондитерские изделия (РПП)",1,шт,1.00,1.00,205
76 079,Корм влажный Gourmet Мясной Дуэт для взрослых кошек со вкусом языка и телятины 75 г,Мировые бренды,Зоотовары (МБ),3,шт,4.00,1.33,204
53 642,Мини-крендели Lorenz Saltletts с солью классические 60 г,Мировые бренды,"Орехи, семечки (МБ)",4,шт,4.00,1.00,204
65 067,Пюре фруктовое Непоседа яблоко со сливками с сахаром с 6 месяцев ст/б 185 г,Мировые бренды,Детские товары Фуд (МБ),3,шт,3.00,1.00,201
91 888,"Креветка северная варено-мороженая неразделанная, 250+ вес",Рыбная витрина,Замороженные рыбные продукты витрина,1,кг,0.52,0.52,200.2
80 833,"Ручка гелевая Attache Town неавтоматическая синяя (толщина линии 0,5 мм)",Мировые бренды,Канцтовары (МБ),3,шт,5.00,1.67,200
84 334,"Напиток сокосодержащий ""Вода и сок"" виноград, 200 мл",Напитки,Детские напитки,4,шт,5.00,1.25,200
85 588,"Бальзам для губ Nivea Вишневое сияние увлажняющий с маслом дерева ши и витаминами С и Е 4,8 г",Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,199
91 203,Колбаса сырокопченая полусухая Егорьевская ФКГ Чоризо 100 г,Мировые бренды,Гастрономия Мясо (МБ),1,шт,1.00,1.00,199
71 701,Оливки Filippo Berio фаршированные лимоном 300 г,Мировые бренды,Консервация (МБ),1,шт,1.00,1.00,199
91 005,Добрый пряник в ассортименте (лето),Добрая полка,ДП_Пищевые,1,шт,1.00,1.00,198
48 709,Лапша Чим-Чим Удон пшеничная 250 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,198
48 369,Лапша Чим-Чим Соба гречневая 250 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,198
93 808,"Круг надувной для плавания ""Летний""",Нон-Фуд,Детские игрушки,1,шт,1.00,1.00,198
99 614,"Игрушка-антистресс ""Животные с крыльями"", в ассортименте",Нон-Фуд,Детские игрушки,1,шт,1.00,1.00,198
69 641,Шоколад темный с протеином семян тыквы_РП,Региональная полка Поволжье,"Сладости, кондитерские изделия (РПП)",1,шт,1.00,1.00,196
78 223,Мини-сушки Семейка ОЗБИ с солью 150 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",4,шт,4.00,1.00,196
97 874,Карандаши акварельные №1School ColorPics 6-гранные 18 цветов,Мировые бренды,Канцтовары (МБ),1,шт,1.00,1.00,195
24 828,"Напиток чайный ""Имбирь с черным чаем""",Бакалея,Бакалея даркстор,1,шт,1.00,1.00,195
63 147,Пишмание Vkusnotoria классическое 136 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",3,шт,1.00,0.33,195
43 414,"Чайный напиток Teatone каркаде гибискус стики 15х1,8 г",Мировые бренды,"Чай, Кофе (МБ)",1,шт,1.00,1.00,194
51 865,Икра Санта Бремор деликатесная Классическая 180 г,Мировые бренды,Гастрономия Рыба (МБ),3,шт,1.00,0.33,193
95 649,"Семена Петуния мультифлора ""Гало Эприкот""",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,2,шт,4.00,2.00,192.64
97 427,"Набор для выращивания ""Трава для собак мелких пород"". Ми-Ми-Мишки 30 г",Овощи. Фрукты. Грибы. Зелень,Сад и Огород,1,шт,2.00,2.00,192
77 605,"Вафли ""Сливочные"", 90г","Сладости, кондитерские изделия",Вафли,3,шт,3.00,1.00,192
66 320,Корм влажный для взрослых кошек Sheba Craft говяжьи кусочки в соусе 75 г,Мировые бренды,Зоотовары (МБ),1,шт,4.00,4.00,192
93 411,"Горбуша стейк копчено-вяленый, 150 г",Рыба. Морепродукты,Снеки из вяленой рыбы и морепродуктов,1,шт,1.00,1.00,191
22 825,Булочка с кардамоном,Хлеб,Сдоба,3,шт,4.00,1.33,191
97 860,Ручка шариковая Kores автоматическая 1 шт,Мировые бренды,Канцтовары (МБ),2,шт,2.00,1.00,190
89 039,Рис Увелка Жасмин 500 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,190
88 628,Бальзам для губ с ароматом лаванды,Добрая полка,ДП_Непищевые,1,шт,1.00,1.00,190
65 082,Нектар Непоседа яблоко и апельсин с 6 месяцев тетрапак 200 мл,Мировые бренды,Детские товары Фуд (МБ),4,шт,5.00,1.25,190
82 717,"Сироп имбирный с лимоном и витамином С, 100 мл Фита Вита Микс",Нон-Фуд,Витамины. БАД,1,шт,1.00,1.00,190
82 789,Рис Националь Пилаф шлифованный 800 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,189
89 040,Булгур Увелка в сливочно-чесночном соусе по-итальянски 260 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,189
89 038,Рис Увелка Жасмин по-тайски в соусе сладкий чили 290 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,189
77 068,"Напиток чайный ""Облепиха и пряности""",Бакалея,Бакалея даркстор,1,шт,1.00,1.00,189
82 184,"Миска для домашних животных ""Лапки"" металлическая Homepet, 450 мл",Нон-Фуд,Аксессуары для животных,1,шт,1.00,1.00,189
56 302,"Шоколад темный ""Кокос-клубника-чиа""_РП",Региональная полка Поволжье,"Сладости, кондитерские изделия (РПП)",1,шт,1.00,1.00,188.6
83 631,"Закуска ""Македонская""",Консервация,Овощные консервы,1,шт,1.00,1.00,188
97 409,"Значок ""Ашипки""",Добрая полка,ДП_Непищевые,1,шт,1.00,1.00,185
40 588,Рис Макфа длиннозерновой пропаренный 800 г,Мировые бренды,Бакалея (МБ),1,шт,1.00,1.00,185
97 410,"Значок ""Миндальная связь""",Добрая полка,ДП_Непищевые,1,шт,1.00,1.00,185
82 331,"Ароматический спрей ""Магнолия"" (для текстиля), 150 мл._РП",Региональная полка,ВВ для дома (РП),1,шт,1.00,1.00,184.3
82 531,"Соус огуречный ""Релиш""",Консервация,Консервация для брускет и салатов,1,шт,1.00,1.00,183
91 707,"Сардина в масле с перцем чили, 120 г",Рыба. Морепродукты,Консервированная рыба,1,шт,1.00,1.00,181
81 075,"Окунь морской б\г, вес",Рыбная витрина,Рыба охлажденная белая,1,кг,0.34,0.34,180.26
52 800,"Пирожное ""Маракуйя""","Торты, пирожные, десерты",Пирожные муссовые,1,шт,1.00,1.00,180
83 840,"Флосс-зубочистка, 10 шт",Нон-Фуд,Уход за полостью рта,1,шт,1.00,1.00,180
77 581,"Носки мужские короткие спортивные белые (2 пары), рр. 40-46",Нон-Фуд,"Колготки, гольфы, носки",1,шт,1.00,1.00,180
70 487,Крем для тела Bisou Увлажнение и эластичность повышает тургор кожи 200 мл,Мировые бренды,Красота и здоровье (МБ),1,шт,1.00,1.00,179
