id_tov,Наименование,Категория,Группа,Кол-во чеков за месяц,Единица измерения,Кол-во за месяц,Среднее кол-во за месяц,Сумма продаж за месяц
82 330,"Блинчики с клубникой, зам.",Замороженные п/ф,Блинчики фрукты и ягоды зам,43,шт,43.00,1.00,11879.25
96 027,Холодный зеленый чай Святой Источник Лимон пэт 1 л,Мировые бренды,Соки. Нектары. Морсы (МБ),75,шт,101.00,1.35,11875
44 766,Блинчики с творогом,ДаркКитчен,Блины сладкие ДК,51,шт,54.00,1.06,11870.5
40 277,"Бумага туалетная 4 слоя белая, 4 рулона",Нон-Фуд,Туалетная бумага,64,шт,73.00,1.14,11870.25
64 585,"Эскимо ""Суфле"" в молочном шоколаде",Мороженое,Эскимо,75,шт,115.00,1.53,11869.02
97 832,"Круассан со скрэмблом, грибами и сливочным соусом",Кулинария,Сэндвич,39,шт,43.00,1.10,11864.4
42 027,Сельдь филе деликатесное Матиас Оригинал слабосоленые кусочки в масле 260 г,Мировые бренды,Гастрономия Рыба (МБ),46,шт,50.00,1.09,11860
63 463,Тилапия филе без кожи зам.,Рыба. Морепродукты,Замороженная рыба прочая,17,кг,11.62,0.68,11858.04
56 170,Мука Garnec Универсальная без глютена 600 г,Мировые бренды,Бакалея (МБ),52,шт,55.00,1.06,11858
53 289,"Прокладки ультратонкие ежедневные, 60 шт",Нон-Фуд,Прокладки и Тампоны,57,шт,66.00,1.16,11846.25
90 343,"Лимонад ""Дыня-клубника-лимон"" ж/б, 330 мл",Напитки,Лимонады. Чаи,67,шт,90.00,1.34,11844.62
19 656,Малина свежезамороженная,Овощи. Фрукты. Грибы. Зелень,Замороженные моно фрукты,28,шт,29.00,1.04,11844.58
71 450,Халва из тыквенной семечки на фруктозе,"Сладости, кондитерские изделия","Восточные сладости, халва",44,шт,57.00,1.30,11839.66
74 430,Вареники с картофельным пюре,Замороженные п/ф,Вареники несладкие,42,шт,49.00,1.17,11832
23 956,Салат Ромэн в горшочке,Овощи. Фрукты. Грибы. Зелень,Зелень,97,шт,99.00,1.02,11832
47 836,"Салат ""Разгрузочный""",Кулинария,Салаты,68,шт,73.00,1.07,11830.48
27 345,"Творог мягкий с персиком однородный 4,2%",Молочная Продукция,Творог мягкий,105,шт,134.00,1.28,11828.52
76 993,"Десерт ""Наполеон"" с клубникой постный","Торты, пирожные, десерты",Десерты веганские,59,шт,63.00,1.07,11820.12
79 460,Сыр Natura Сливочный 45% цилиндр 200 г,Мировые бренды,Сыры (МБ),49,шт,51.00,1.04,11819
22 648,"Креветки северные очищенные 300/400 в/м., 200 г",Рыба. Морепродукты,Замороженные креветки,19,шт,22.00,1.16,11817.3
95 204,"Колбаски из мяса птицы Барбекю, сырокопченые",Мясные деликатесы. Колбасы,Мясные снеки,48,шт,63.00,1.31,11814.82
40 601,Макаронные изделия Barilla Лазанья 500 г,Мировые бренды,Бакалея (МБ),37,шт,38.00,1.03,11808
69 091,"Изделие цельнозерновое без муки ""Полбяной с пажитником""",Хлеб,Хлеб ржано-пшеничный,170,шт,181.00,1.06,11799.14
41 672,"Эклеры ""Шоколад и ваниль""","Торты, пирожные, десерты","Профитроли, эклеры",47,шт,53.00,1.13,11789.72
48 397,Бедро с кожей без хребта спб,Мясная Витрина ВВ,Курица ГП,42,кг,36.92,0.88,11784.69
76 170,"Мороженое ""Мадагаскарская ваниль"" без добавления сахара_РП",Региональная полка Юг,Мороженое (РПЮ),77,шт,96.00,1.25,11777.5
31 934,"Эскимо на растительной основе ""Кокос""",Мороженое,Эскимо,72,шт,139.00,1.93,11775.58
85 050,"Сыр ""Пармезан"" нарезка 6 мес. 125 г",Сыры,Сыры нарезка,38,шт,47.00,1.24,11770.44
83 616,"Блинчики с мясом ""По-домашнему"" зам., 800 г",Замороженные п/ф,Блинчики мясо зам,21,шт,22.00,1.05,11766
60 944,Сыр творожный Sveza Воздушный с зеленью 60% 150 г,Мировые бренды,Сыры (МБ),99,шт,101.00,1.02,11763
23 165,"Салат Кейл, 75 г",Овощи. Фрукты. Грибы. Зелень,Зелень,108,шт,118.00,1.09,11760
25 149,"Зефир воздушный, 125 г","Сладости, кондитерские изделия",Зефир,86,шт,90.00,1.05,11757.9
88 866,"Оладьи с соусом ""Клубника и базилик""",Кулинария,Блины сладкие,74,шт,75.00,1.01,11754.83
85 000,"Кофе ""Карамель"" в капсулах",Бакалея,Кофе в Капсулах,35,шт,43.00,1.23,11751.6
1 153,Халва кунжутная,"Сладости, кондитерские изделия","Восточные сладости, халва",48,шт,56.00,1.17,11748.04
71 058,Десерт Сливочно-шоколадный с вишней,"Торты, пирожные, десерты",Пирожные на двоих,42,шт,44.00,1.05,11743.08
18 120,"Творог мягкий ""Вишня"" 6%",Молочная Продукция,Творог мягкий,86,шт,160.00,1.86,11735.98
83 514,"Булочка паровая ""Бань Бао"" с грибами (постная)",Кулинария,"Выпечка, пироги",70,шт,75.00,1.07,11734.49
1 336,"Мята, 30гр",Овощи. Фрукты. Грибы. Зелень,Зелень,170,Шт,170.00,1.00,11733.6
99 179,Блин кабачковый,Кулинария,Блины,69,шт,73.00,1.06,11729.8
72 405,"Тесто ""Фило"" зам. 500 г","Торты, десерты замороженные",Тесто замороженное,48,шт,52.00,1.08,11716.44
66 545,"Сырники-мини с кокосовой стружкой, зам.",Замороженные п/ф,Сырники без начинки зам,27,шт,28.00,1.04,11716.1
22 339,"Зубная паста ""Отбеливающая"" с углем",Нон-Фуд,Уход за полостью рта,60,шт,62.00,1.03,11709.75
67 760,Батончик кокосовый с малиной,Молочная Продукция,"Растительные ложковые продукты, сырки",57,шт,92.00,1.61,11707.6
97 833,"Шарики из курицы и креветок в панировке с соусом ""Тартар""",Кулинария,Закуски,47,шт,49.00,1.04,11704.7
70 066,"Паста ""Фетучини"" с индейкой и грибами в сливочно-томатном соусе",ДаркКитчен,Пасты Воки ДК,26,шт,27.00,1.04,11704
90 477,"Телятина тазобедренная часть охл., вес",Мясная Витрина ВВ,Телятина ГП,12,кг,7.96,0.66,11692.1
86 477,"Котлета из щуки (2 шт.) с картофельным пюре, 350 г",ДаркКитчен,Вторые блюда рыба ДК,31,шт,32.00,1.03,11692
55 400,Шоколад молочный Dove 90 г,Мировые бренды,"Сладости, Кондитерские изделия (МБ)",77,шт,89.00,1.16,11691
77 159,"Сливки ультрапастеризованные 20%, 205 г",Молочная Продукция,Сливки,108,шт,126.00,1.17,11688.46
66 004,"Котлета куриная с зеленью на пару, зам.",Замороженные п/ф,Котлеты птица готовые зам,29,шт,37.00,1.28,11676.65
74 314,Сырники творожные с клубничной начинкой,Кулинария,Готовые молочные блюда,67,шт,70.00,1.04,11674.15
86 492,"Филе минтая под сыром с картофельным пюре, 315 г",ДаркКитчен,Вторые блюда рыба ДК,28,шт,30.00,1.07,11670.5
64 988,Колбаса вареная Клинский Докторская 400 г,Мировые бренды,Гастрономия Мясо (МБ),34,шт,35.00,1.03,11667
80 199,"Сырники с абрикосовой начинкой, зам., 600 г",Замороженные п/ф,Сырники с начинкой зам,21,шт,21.00,1.00,11665.96
51 823,Ролл с лососем,Кулинария,Суши,33,шт,33.00,1.00,11651.2
35 889,Масло подсолнечное Слобода рафинированное дезодорированное 1 л,Мировые бренды,Бакалея (МБ),78,шт,82.00,1.05,11646
20 628,"Колбаса ""Еврейская полусухая"" сырокопченая",Мясные деликатесы. Колбасы,Колбаса с/к и с/в,22,кг,"01,06,2022",0.28,11645.08
30 371,"Долма из мяса индейки, зам.",Замороженные п/ф,"Голубцы, перцы, долма зам",27,шт,30.00,1.11,11642.2
59 379,Хлебцы гречневые запеченные с морковью и луком,Хлеб,Хлебцы,144,шт,231.00,1.60,11625.43
1 534,Сок яблоко-груша 1 л,Напитки,Соки,42,шт,55.00,1.31,11622.62
73 496,Чебупели Горячая штучка без мяса 250 г,Мировые бренды,Веганская продукция (МБ),53,шт,74.00,1.40,11618
53 258,"Смесь жареных орехов (миндаль, фундук, кешью), 500 г","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехи,15,шт,16.00,1.07,11609.55
44 654,Сухари панировочные Волшебное дерево дой-пак 300 г,Мировые бренды,Бакалея (МБ),61,шт,63.00,1.03,11592
54 993,"Десерт ""Веррин шоколадный""","Торты, пирожные, десерты",Десерты дарксторы,59,шт,64.00,1.08,11590.74
86 093,Фарш из индейки Инди Лайт охлажденный 450 г,Мировые бренды,Мясо. Птица. П/ф охл. (МБ),54,шт,53.00,0.98,11585
21 417,"Мед ""Цветочный"" акациевый",Консервация,Мед,29,шт,34.00,1.17,11580.25
74 595,"Вареники с картофелем и луком, 1 кг",Замороженные п/ф,Вареники семейный формат,24,шт,26.00,1.08,11578.5
70 060,"Крем-паста из кальмара горячего копчения, 150 г",Рыба. Морепродукты,"Паштеты, закуски, сурими",57,шт,65.00,1.14,11569.75
60 538,Макаронные изделия Barilla №91 Пипе Ригате улитки рифленые 450 г,Мировые бренды,Бакалея (МБ),99,шт,107.00,1.08,11551
20 675,Укроп в горшочке,Овощи. Фрукты. Грибы. Зелень,Зелень,105,шт,114.00,1.09,11550
94 016,"Колбаса из курицы и индейки Легкая, нарезка",Мясные деликатесы. Колбасы,Колбаса вареная. Ветчина,63,шт,73.00,1.16,11520.02
73 544,Бульон ProBulion костный из индейки замороженный 300 мл,Мировые бренды,Замороженные продукты (МБ),19,шт,24.00,1.26,11520
70 996,Мороженое Вологодский пломбир с крошкой из молочного шоколада 100 г,Мировые бренды,Замороженные десерты (МБ),87,шт,144.00,1.66,11520
41 687,Блинчики Сибирская Коллекция с малиной замороженные 400 г,Мировые бренды,Замороженные продукты (МБ),30,шт,33.00,1.10,11517
64 837,"Макаронные изделия ""Птитим""",Бакалея,Макаронные изделия,107,шт,121.00,1.13,11514.7
86 091,"Сыр мягкий с белой плесенью ""Бри"", 125 г",Сыры,Сыры с белой плесенью,43,шт,44.00,1.02,11513.6
45 038,Брауни из зеленой гречки,"Торты, пирожные, десерты",Десерты веганские,51,шт,59.00,1.16,11512.45
67 117,"Пирожное ""Канелли"" с малиной","Торты, пирожные, десерты",Пирожные,59,шт,61.00,1.03,11504.94
21 258,"Сыр ""Грюнбергер"", 180г",Сыры,Сыры твердые,19,шт,22.00,1.16,11500
72 549,"Чак-чак Казанский, 450 гр_РП",Региональная полка Поволжье,"Сладости, кондитерские изделия (РПП)",32,шт,35.00,1.09,11495.4
92 716,"Йогурт питьевой безлактозный с земляникой 2,5%",Молочная Продукция,Йогурты питьевые,94,шт,130.00,1.38,11485.45
97 999,"Салат овощной с беконом, яйцами и сыром Дор-блю с соусом",Кулинария,Салаты,43,шт,42.00,0.98,11485.36
31 690,"Иммунолайф ""Красная смородина-малина"" 2,5%",Молочная Продукция,Детское питьевое молочное питание,130,шт,217.00,1.67,11484.78
49 770,"Люля-кебаб ""неМясо"", зам.",Замороженные п/ф,"П/Ф немясо, пельмени зам",33,шт,43.00,1.30,11481.4
70 772,Блинчики на кокосовом напитке с вишней,Кулинария,Блины сладкие,62,шт,70.00,1.13,11480.18
26 813,Орех пекан сушеный,"Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Орехи,34,шт,35.00,1.03,11479.3
16 089,"Смесь овощная ""Мексиканская"", с/м",Овощи. Фрукты. Грибы. Зелень,Замороженные смеси,74,шт,92.00,1.24,11475.22
29 771,"Торт ""Пралине Роял"" зам.","Торты, десерты замороженные",Торты кластер замороженные,17,шт,19.00,1.12,11474.2
71 207,Комбо: Суп гороховый с копченостями и блины с печенью,ДаркКитчен,Наборы ДК,29,шт,31.00,1.07,11471.9
96 048,Ролл с крабом и креветкой,Кулинария,Суши,40,шт,42.00,1.05,11468.62
39 373,Чай черный с чабрецом в пирамидках,Бакалея,Чай черный,44,шт,45.00,1.02,11461.25
33 841,"Блинчики с грушей и маскарпоне, зам.",Замороженные п/ф,Блинчики гурмэ зам,30,шт,32.00,1.07,11458.25
22 297,"Скумбрия атлантич. соленая кусочки, 300 г",Рыба. Морепродукты,"Сельдь, скумбрия соленые, в пресервах",45,шт,47.00,1.04,11455.17
38 365,"Котлеты из цыпленка-бройлера с сыром моцарелла, зам.",Замороженные п/ф,Котлеты птица зам,29,шт,31.00,1.07,11450.4
67 825,Люля кебаб из баранины с красным ткемали и печеной картошкой,Кулинария,Вторые блюда мясо,44,шт,46.00,1.05,11430.97
70 825,"Сыр ""Российский"", 500 г",Сыры,Сыры полутвердые,21,шт,22.00,1.05,11429.12
42 674,"Вода питьевая природная ""Легенда Байкала"", 750 мл",Напитки,Вода,31,шт,83.00,2.68,11418.4
79 643,"Пирожное ""Картошка ассорти"" кофе-карамель","Торты, пирожные, десерты",Пирожные,52,шт,60.00,1.15,11413.64
84 995,Чизкейк Ассорти мини (6 вкусов) зам. 400 г,"Торты, десерты замороженные",Торты кластер замороженные,18,шт,19.00,1.06,11409.77
84 048,"Йогурт ""Клубника-банан"" 5%",Молочная Продукция,Йогурты ложковые,97,шт,119.00,1.23,11404.8
75 827,Шоколад молочный Snaq Fabriq со сливочной начинкой 34 г,Мировые бренды,Спортивное питание (МБ),103,шт,148.00,1.44,11396
56 760,"Горбуша филе порционное зам., 400 г",Рыба. Морепродукты,Замороженная ДВ рыба,25,шт,25.00,1.00,11388.53
71 589,"Кекс японский с банановым джемом и заварным кремом, 2 шт","Торты, пирожные, десерты","Маффины, кексы",66,шт,69.00,1.05,11383.86
71 810,"Лепешка ""Португальская""",Хлеб,Хлеб зерновой,156,шт,189.00,1.21,11376.36
47 543,"Сыр козий ""Леварден"", 150 г",Сыры,Сыры из козьего и овечьего молока,30,шт,29.00,0.97,11371.41
65 570,"Перец фаршированный с мясом цыплят, зам.",Замороженные п/ф,"Голубцы, перцы, долма зам",24,шт,29.00,1.21,11364.15
46 785,"Йогурт питьевой с черникой без доб. сахара 2,5%",Молочная Продукция,Йогурты питьевые,115,шт,136.00,1.18,11363.97
20 673,Петрушка в горшочке,Овощи. Фрукты. Грибы. Зелень,Зелень,104,шт,114.00,1.10,11360
93 004,"Торт ""Ежонок"" картошка","Торты, пирожные, десерты",Торты мини,21,шт,21.00,1.00,11352
24 330,"Порошковый зеленый чай ""Матча""",Бакалея,Чай зеленый,36,шт,37.00,1.03,11351.6
90 497,"Десерт ""Пломбир"" с шоколадной крошкой","Торты, пирожные, десерты",Пирожные,71,шт,72.00,1.01,11350.45
63 032,Пломбир ванил. с черносмород. джемом в ваф. рожке,Мороженое,Мороженое в рожке,59,шт,77.00,1.31,11349.92
32 560,Нектар Santal Банановый 1 л,Мировые бренды,Соки. Нектары. Морсы (МБ),49,шт,60.00,1.22,11349
27 641,"Сок ""Яблоко-Лайм"" прямого отжима, 330 мл",Напитки,Соки,69,шт,76.00,1.10,11345
60 660,"Суп-крем куриный, 1 кг",Кулинария,Семейный формат супы,25,шт,23.00,0.92,11338.2
79 304,"Запеканка творожная с вишней, зам., 500 г",Замороженные п/ф,"Вафли, оладьи, запеканки зам",33,шт,33.00,1.00,11318.82
48 348,Колбаса ассорти Велком Брауншвейгская Велкомовская Миланская нарезка 90 г,Мировые бренды,Гастрономия Мясо (МБ),63,шт,64.00,1.02,11309
63 702,"Хлебцы ""Кукурузно-рисовые с прованскими травами"", безглютеновые",Хлеб,Хлебцы,77,шт,94.00,1.22,11301.4
83 519,"Тесто ""Филло"" зам. 275 г","Торты, десерты замороженные",Тесто замороженное,85,шт,125.00,1.47,11280.68
15 697,Сухарики пшеничные,Хлеб,Сухарики и Гренки,126,шт,150.00,1.19,11277.64
35 735,"Масло сливочное солёное 80%, г.Вологда, 180 г",Молочная Продукция,Масло,30,шт,35.00,1.17,11274.6
36 716,"Витамин D3 2000 МЕ, 30 капсул",Нон-Фуд,Витамины. БАД,34,шт,41.00,1.21,11259.63
69 937,Мороженое сэндвич Maxiduo Страчателла 92 г,Мировые бренды,Замороженные десерты (МБ),76,шт,112.00,1.47,11248
72 410,"Хурма сушеная, 250 г","Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи","Сухофрукты, сушеные овощи и цукаты",29,шт,28.00,0.97,11243.25
75 087,"Круассаны-мини с шоколадом, 6 шт",Хлеб,Сдоба Круассаны,52,шт,53.00,1.02,11227.05
79 016,"Печенье сдобное с начинкой ""Смородина-малина""","Сладости, кондитерские изделия","Печенье, галеты",69,шт,75.00,1.09,11226.68
47 599,"Хлеб ржано-пшеничный заварной, 375 г",Хлеб,Хлеб черный,177,шт,177.00,1.00,11221.38
68 787,Хлопья Nordic овсяные из цельного зерна 500 г,Бакалея,Каши.Хлопья,45,шт,45.00,1.00,11217.98
33 151,Вода питьевая Святой Источник негазированная 1 л,Мировые бренды,Вода (МБ),105,шт,215.00,2.05,11215
73 372,"Бифилайф детский ""Садовые ягоды"" 2,5%",Молочная Продукция,Детское питьевое молочное питание,135,шт,240.00,1.78,11212.96
90 789,Сыр Рикотта Pretto 45% мягкий 500 г,Мировые бренды,Сыры (МБ),39,шт,42.00,1.08,11208
82 844,Печенье сахарное с изюмом,"Сладости, кондитерские изделия","Печенье затяжное, сахарное, крекеры",114,шт,117.00,1.03,11196.71
19 120,"Сушки простые ""Малышка""",Хлеб,"Баранки, сушки, сухари",156,шт,177.00,1.13,11195.71
93 880,"Сыр полутвердый из козьего молока ""Том"", 150 г",Сыры,Сыры из козьего и овечьего молока,30,шт,30.00,1.00,11194.64
42 152,"Ассорти макарон ""Мандарин, солёная карамель, малина""","Торты, пирожные, десерты",Пирожные,44,шт,49.00,1.11,11150
51 294,"Штрудель яблочный, веган","Торты, пирожные, десерты",Пироги десертные,63,шт,79.00,1.25,11140.18
19 759,Булгур,Бакалея,Крупы. Бобовые,94,шт,116.00,1.23,11139.1
77 062,"Пельмени с индейкой Халяль, 500 г",Замороженные п/ф,Пельмени птица,30,шт,34.00,1.13,11136.35
52 644,"Корм влажный для кошек ""Ассорти с ягненком"" в соусе, 85 гр",Нон-Фуд,Корм для кошек,55,шт,162.00,2.95,11131.87
83 052,"Рулет из говядины с черносливом, вес",Мясная Витрина ВВ,П\ф из мяса и птицы ГП,14,кг,7.12,0.51,11131.15
74 930,Мороженое Талосто Классическая Венеция двухслойное с прослойками шоколадной глазури 450 г,Мировые бренды,Замороженные десерты (МБ),38,шт,40.00,1.05,11128.6
29 992,"Пюре из яблок, груш и персиков, 90 г",Детское питание,Пюре фруктовое детское питание,116,шт,155.00,1.34,11124.47
29 105,"Суп гороховый с копченостями, замороженный, 1 кг",Замороженные п/ф,Супы зам,19,шт,22.00,1.16,11124
27 867,"Лапша гречневая ""Соба""",Бакалея,Лапша,108,шт,126.00,1.17,11120.9
83 033,"Вафли Бельгийские, зам.",Замороженные п/ф,"Вафли, оладьи, запеканки зам",38,шт,45.00,1.18,11118
81 145,Большая порция ленивых голубцов (6 шт) в сметанном соусе,ДаркКитчен,Вторые блюда птица ДК,23,шт,21.00,0.91,11101
20 268,"Макаронные изделия ""Пружина"", дурум",Бакалея,Макаронные изделия,123,шт,135.00,1.10,11085.48
95 702,"Конвертики с начинкой ""Маргарита""",Кулинария,"Выпечка, пироги",54,шт,56.00,1.04,11078.37
65 836,Круассан миндальный с вишней,Хлеб,Сдоба Круассаны,79,шт,82.00,1.04,11077.8
29 691,Шоколад ремесленный горький 74%,"Сладости, кондитерские изделия",Шоколад,36,шт,39.00,1.08,11073.2
68 440,"Кофе в капсулах ""Intenso"" для кофемашин Nespresso",Бакалея,Кофе в Капсулах,41,шт,52.00,1.27,11070
73 118,"Витамин С 1200 мг таблетки шипучие со вкусом апельсина, 20 шт",Нон-Фуд,Витамины. БАД,33,шт,33.00,1.00,11068.9
14 991,"Эклер ""Ванильный""","Торты, пирожные, десерты","Профитроли, эклеры",56,шт,61.00,1.09,11068.66
73 352,"Пирожное ""Шоколадно-миндальное""","Торты, пирожные, десерты",Пирожные,54,шт,55.00,1.02,11052.14
46 059,Масло оливковое Monini Extra Virgin Экстра Вирджин Базилик нерафинированное 250 мл,Мировые бренды,Бакалея (МБ),13,шт,13.00,1.00,11050
46 056,Масло оливковое Monini Extra Virgin Экстра Вирджин Трюфельное нерафинированное 250 мл,Мировые бренды,Бакалея (МБ),13,шт,13.00,1.00,11050
88 572,"Сыр Пармезан ""Ризерва-12"", 180 г",Сыры,Сыры твердые,17,шт,21.00,1.24,11043.5
54 689,"Пиво ""IPA 0,0"" безалкогольное",Алкоголь,"Б/а пиво, вино",60,шт,125.00,2.08,11029.5
65 992,"Хлеб ""Гречневый"" с луком, бездрожжевой",Хлеб,Хлеб ржано-пшеничный,130,шт,136.00,1.05,11025.84
64 325,"Сыр ""Тильзитер"" безлактозный нарезка, 125г",Сыры,Сыры нарезка,41,шт,52.00,1.27,11018.77
40 146,"Белые грибы свежезамороженные, 300 гр",Овощи. Фрукты. Грибы. Зелень,Замороженные моно овощи,20,шт,21.00,1.05,11012.8
21 054,"Огурцы маринованные, 670 г",Консервация,Маринованные консервы,64,шт,70.00,1.09,11012.7
16 076,Попкорн соленый,Бакалея,Попкорн,113,шт,176.00,1.56,11001.9
68 903,"Тунец филе-кусок без кожи зам., 600 г",Рыба. Морепродукты,Замороженная премиальная рыба,9,шт,11.00,1.22,11001.28
40 487,Салфетки Paclan для защиты белья от окрашивания,Мировые бренды,Все для дома (МБ),37,шт,49.00,1.32,11000
62 768,"Прокладки Normal, 12 шт",Нон-Фуд,Прокладки и Тампоны,74,шт,77.00,1.04,10996.8
53 155,"Компот из вишни, 1 л",Напитки,Морсы. Компоты,31,шт,39.00,1.26,10995.22
19 072,Печенье овсяное с черносливом,"Сладости, кондитерские изделия",Печенье овсяное,46,шт,50.00,1.09,10988.83
76 970,"Кофе ""Экстра Крим"" в зернах, 1 кг",Бакалея,Кофе.Какао,8,шт,8.00,1.00,10982
64 478,Вода минеральная Нарзан газированная ст/б 500 мл,Мировые бренды,Вода (МБ),86,шт,139.00,1.62,10981
22 804,"Напиток ""Лимонад"", 1 л",Напитки,Лимонады. Чаи,83,шт,92.00,1.11,10973.3
54 711,Мороженое Чистая линия Семейное пломбир ванильный 450 г,Мировые бренды,Замороженные десерты (МБ),24,шт,25.00,1.04,10970
78 937,"Рис ""Жасмин"" (пакетики), 400 г",Бакалея,Крупы. Бобовые,74,шт,78.00,1.05,10966.9
90 092,Равиоли с сыром моцарелла и вялеными томатами,Замороженные п/ф,Равиоли,28,шт,28.00,1.00,10960.4
92 430,"Шорли яблочный, ж/б 330 мл",Напитки,Лимонады. Чаи,66,шт,93.00,1.41,10958.4
20 498,"Пюре мясное ""Говядина""",Детское питание,Пюре мясное/рыбное детское питание,60,шт,98.00,1.63,10956.81
64 360,"Пахлава с кешью, корицей и медом","Сладости, кондитерские изделия","Восточные сладости, халва",42,шт,45.00,1.07,10950.61
68 197,"Чебуреки с сыром, 140 г",Кулинария,"Выпечка, пироги",55,шт,59.00,1.07,10943.5
76 904,"Суп ""Холодник"" из щавеля",Кулинария,Окрошки и холодные супы,71,шт,73.00,1.03,10942.3
71 219,"Жюльен ""Грибной"" с шампиньонами и белыми грибами",Кулинария,Закуски,70,шт,79.00,1.13,10939.2
99 767,"Торт муссовый ""С 1 сентября"" йогуртово-черничный","Торты, пирожные, десерты",Десерты для праздников,15,шт,15.00,1.00,10930.6
22 634,"Биойогурт детский питьевой с персиком 2,5%",Молочная Продукция,Детское питьевое молочное питание,162,шт,216.00,1.33,10927.51
67 711,Сосиски Вязанка Сливушки 330 г,Мировые бренды,Гастрономия Мясо (МБ),36,шт,36.00,1.00,10924.32
17 048,"Творог детский ""Яблоко-банан"" 4,2%",Молочная Продукция,Детское ложковое молочное питание,173,шт,242.00,1.40,10920.45
81 494,"Сыр ""Сливочный"" нарезка, 300 г",Сыры,Сыры нарезка,27,шт,28.00,1.04,10920.3
96 607,Кукуруза жареная,Кулинария,"Гарниры, блюда из овощей",68,шт,68.00,1.00,10915.5
89 896,"Салат ""Кимчи""",Кулинария,Закуски,45,шт,47.00,1.04,10915.38
88 574,"Сыр ""Гауда"", 200 г",Сыры,Сыры полутвердые,41,шт,45.00,1.10,10914
21 305,Шоколад без сахара на изомальте,"Сладости, кондитерские изделия",Мелкоштучные шоколадные изделия,63,шт,103.00,1.63,10906.04
40 636,Хлопья Ясно солнышко Овсяные №2 средние 500 г,Мировые бренды,Бакалея (МБ),94,шт,97.00,1.03,10906
76 546,"Лимонад ""Домашний"" с соком манго-маракуйи, 330 мл",Напитки,Лимонады. Чаи,76,шт,100.00,1.32,10905.65
57 010,"Пицца римская с курицей и белыми грибами, зам.",Замороженные п/ф,Пиццы мясные зам,19,шт,20.00,1.05,10900.7
80 685,"Печенье ""Мини кукис"" ассорти_РП",Региональная полка СПб,"Сладости, кондитерские изделия (РПС)",72,шт,71.00,0.99,10899.6
68 774,Хлопья Nordic Геркулес финский овсяные 500 г,Мировые бренды,Бакалея (МБ),44,шт,45.00,1.02,10897
18 130,Ромовая Баба,"Торты, пирожные, десерты","Маффины, кексы",51,шт,51.00,1.00,10887.91
15 758,"Варенье вишневое, 310 г",Консервация,Варенье,36,шт,52.00,1.44,10887.78
45 134,"Зерно кукурузы для приготовления ""Попкорна"" с солью",Бакалея,Попкорн,83,шт,169.00,2.04,10884.92
32 144,Сливки Parmalat ультрапастеризованные 35% 500 г,Мировые бренды,Молочные продукты (МБ),27,шт,29.00,1.07,10875
68 884,"Творог мягкий с грушей однородный 4,2%",Молочная Продукция,Творог мягкий,93,шт,123.00,1.32,10873.18
58 695,Сыр Савушкин продукт Брест-Литовск Российский 50% полутвердый 200 г,Мировые бренды,Сыры (МБ),56,шт,58.00,1.04,10867.2
42 106,Сок Rich Апельсиновый 1 л,Мировые бренды,Соки. Нектары. Морсы (МБ),44,шт,49.00,1.11,10861
70 238,Полотенца бумажные Papia Decor 3-слойная 2 рулона,Мировые бренды,Средства гигиены (МБ),59,шт,69.00,1.17,10860
23 208,"Биотворог детский 5%, 50 г",Молочная Продукция,Детское ложковое молочное питание,183,шт,439.00,2.40,10844.82
77 406,"Магниевая вода негазированная, 350 мл",Напитки,Вода,50,шт,171.00,3.42,10841.98
31 280,Мякоть говяжья ГП,Мясная Витрина ВВ,Мясо ГП,13,кг,10.63,0.82,10841.65
20 425,"Корм влажный для собак с индейкой ж/б, 340 гр",Нон-Фуд,Корм для собак,25,шт,53.00,2.12,10833.3
61 899,"Мюсли ""Ягодные"", 300 г",Бакалея,Сухие завтраки.Мюсли,46,шт,47.00,1.02,10826.27
27 392,Семечки штирийской голосемянной тыквы,"Сухофрукты. Сушеные овощи, грибы, ягоды. Орехи",Семечки,69,шт,79.00,1.14,10822.5
20 493,"Сок детский яблоко-морковь прямого отжима, 200 мл",Напитки,Детские напитки,119,шт,212.00,1.78,10817.64
83 419,"Сыр мягкий с белой плесенью ""Камамбер безлактозный"", 130 г",Сыры,Сыры с белой плесенью,40,шт,42.00,1.05,10799.6
98 700,"Оладьи на кефире, 7 шт",Кулинария,Семейный формат завтраки,37,шт,39.00,1.05,10786.4
27 643,Шея свиная ГП,Мясная Витрина ВВ,Свинина ГП,13,кг,16.33,1.26,10779.85
84 953,"Подстилки одноразовые для животных с суперабсорбентом 60х90см, 10 шт",Нон-Фуд,Аксессуары для животных,31,шт,40.00,1.29,10778.7
71 069,"Сушки-мини ""Молочные""",Хлеб,"Баранки, сушки, сухари",100,шт,122.00,1.22,10761.88
60 657,"Похлебка грибная, 1 кг",Кулинария,Семейный формат супы,23,шт,23.00,1.00,10744.24
40 566,Огурцы Дядя Ваня Огурчики по-берлински с/б 680 г,Мировые бренды,Консервация (МБ),38,шт,39.00,1.03,10731
56 109,"Йогурт ""Персик-маракуйя"" высокобелковый 1,7%",Молочная Продукция,Йогурты ложковые,94,шт,143.00,1.52,10720.23
68 490,Прокладки женские гигиенические YIOIY Дневные 10 шт,Мировые бренды,Средства гигиены (МБ),61,шт,67.00,1.10,10715
